,ApplicationApproved,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,Avg30DayGamblingSpend,Avg30DayCashWithdrawals,NumberOfDirectDebitsFailingLast30Days,CreditCardUsedForUtilities,Avg30DayBenefitsReceived
4210,1,0.260380503,47,1,3.0,,5,0,1,1,1,122.63130674054328,49.35880281756497,2,0,0.0
4211,1,0.9999999,25,0,0.2436751,1501.0,1,0,0,1,0,62.20746979803277,40.2062044709825,2,1,0.0
4212,0,0.9999999,72,2,0.854390935,1764.0,6,2,3,1,1,89.7125995788534,129.28303387837462,5,0,519.139598952116
4213,0,1.023809524,41,1,0.526792093,4198.0,5,1,1,1,2,73.9586924525686,231.19392678371344,3,0,0.0
4214,0,0.341639748,22,0,0.074423771,3600.0,5,0,0,1,0,92.21563741455344,49.27431751044129,2,0,0.0
4215,0,0.010907108,47,4,0.21575748,12666.0,9,2,1,2,1,99.03364574858291,99.21605627545824,3,0,0.0
4216,1,1.039540961,28,1,0.226529958,3120.0,5,0,0,1,3,112.87605971431748,125.74735903045092,3,1,0.0
4217,1,0.233544323,73,7,0.789275362,13799.0,24,0,14,3,0,62.42031772192696,83.32084635107705,1,0,563.9203386909863
4218,0,0.448900116,52,4,0.413438206,11950.0,14,3,3,1,2,67.81109375017485,205.9411382383041,4,1,513.3276274611881
4219,1,0.496134419,47,1,0.864157601,3400.0,11,1,1,2,2,70.55169697298217,0.0,3,0,0.0
4220,1,0.998668442,50,1,3.0,,4,1,1,1,0,58.22173776982919,0.0,3,0,0.0
4221,1,0.290153099,55,1,0.36347359,3350.0,10,0,1,1,0,47.067230931977136,181.2225954559956,4,0,509.9562932483851
4222,1,0.9999999,53,0,0.062874917,4500.0,5,1,0,1,0,58.56510918769538,87.53073519551043,0,1,541.9424765955523
4223,1,1.080975364,63,1,3.0,2739.0,9,0,3,1,0,43.822359914722064,0.0,1,1,527.9922555411752
4224,1,0.153819742,69,4,0.16175936,2750.0,6,1,0,1,0,58.83521407890579,275.0,2,0,552.3233881316706
4225,1,0.385183833,58,0,3.0,,19,0,2,1,0,80.59046283947282,85.6239889522986,2,0,515.573018001854
4226,1,0.008936287,72,0,0.905899751,12847.0,17,0,2,1,1,83.55708883626005,2.073921855574959,0,1,551.5887727286789
4227,1,1.007098192,25,2,0.184407796,2000.0,6,0,0,1,0,92.15063711929642,148.99074950327565,2,1,0.0
4228,1,0.9999999,26,0,0.016661113,3000.0,0,2,0,1,0,52.31415944665948,0.0,0,1,0.0
4229,0,0.0,50,0,0.087478385,9830.0,6,1,0,1,0,131.78962977721466,0.0,2,1,0.0
4230,0,0.9999999,52,0,0.504023409,4100.0,1,0,1,1,5,80.97560913390706,151.8851574897007,2,1,560.5703929678966
4231,1,0.0,32,0,0.111039321,10833.0,5,0,0,1,2,74.2469162132472,0.0,3,1,0.0
4232,1,0.912320484,55,2,0.256150759,5730.0,10,0,1,1,0,100.72103082954771,245.80219457363864,1,1,557.026595420097
4233,1,0.951511126,41,0,0.016187393,5250.0,3,0,0,1,5,62.01610495825087,156.41563992726716,3,1,0.0
4234,1,0.662789511,43,1,3.0,,5,0,0,1,1,48.34574192659408,106.37303051359795,4,1,0.0
4235,0,2.0,31,1,0.70100833,2280.0,3,0,1,1,0,80.31274980817402,87.81348644027355,5,0,0.0
4236,1,0.569475617,46,1,0.379476216,7483.0,5,0,3,2,2,55.70190723669275,181.4807354125793,3,0,0.0
4237,1,0.705136151,34,2,0.102189781,7671.0,10,0,0,1,3,77.6228887138191,36.642903536816846,4,1,0.0
4238,1,0.027972028,26,0,0.059044049,3200.0,3,3,0,1,0,73.64247721712333,0.0,0,1,0.0
4239,0,1.269770218,47,2,0.737776025,2535.0,9,2,1,3,0,101.0344340588225,36.6898535875457,5,0,0.0
4240,0,0.903278307,42,2,0.670865827,5000.0,4,0,1,1,1,86.90589421964003,152.98487306067497,0,0,0.0
4241,1,0.9999999,36,1,0.279551461,14000.0,6,0,1,1,1,44.18797575309535,146.6573138857391,0,0,0.0
4242,1,0.022029193,55,0,0.005364545,4100.0,5,0,0,2,0,39.90424186210238,64.25916487932184,3,1,533.8359792130506
4243,1,0.258155201,32,2,0.579613591,1500.0,9,0,0,1,0,100.12872634279796,0.0,0,1,0.0
4244,1,0.810237356,44,1,3.0,8500.0,16,0,6,1,0,92.19371098709676,119.99206466886972,2,0,0.0
4245,1,0.018702146,63,0,0.467503362,2230.0,6,0,1,1,1,97.10199012694471,34.77427289645278,4,0,518.1700824337283
4246,1,0.14421267,67,1,0.424036005,8220.0,10,0,2,1,1,93.70569334134368,73.87149024142295,1,0,556.658295194078
4247,1,0.013874133,51,0,3.0,,6,0,2,1,0,48.72153149620484,33.890332217561685,4,1,557.2858352503459
4248,1,0.441971726,48,0,1.12138522,2800.0,9,0,3,1,2,44.2220583590064,187.87607791249889,1,0,0.0
4249,0,0.929642445,27,0,0.229481516,4300.0,6,1,0,1,2,69.9538465391975,96.84605686967544,5,0,0.0
4250,1,0.067728164,58,0,0.308538292,5000.0,11,0,2,1,0,80.55936156374497,89.22977924746354,1,1,519.7697194747443
4251,1,0.418290355,55,1,0.106198623,4500.0,12,0,0,1,0,43.52691887832568,0.0,4,1,549.6248275354553
4252,1,0.049993334,32,2,0.839369029,4500.0,4,0,1,1,3,45.64870924761449,0.0,0,1,0.0
4253,1,0.633828947,41,0,3.0,,19,0,2,1,2,56.11117264311842,170.33616537673305,3,1,0.0
4254,1,0.9999999,42,0,0.577446014,3750.0,6,0,1,1,0,94.58934711238842,135.91864265460464,2,0,0.0
4255,0,0.968342127,33,0,1.409415121,700.0,5,0,0,1,2,73.15790958767899,70.0,4,0,0.0
4256,1,0.967892854,73,2,0.156687449,8500.0,9,0,0,1,0,68.15399150380006,0.0,2,0,538.5513968104283
4257,0,0.311880534,35,2,0.726420987,1600.0,11,2,0,1,2,93.5414089644988,0.0,1,0,0.0
4258,1,0.936529656,32,0,3.0,,6,0,0,1,2,36.429627501080766,37.10734321828022,0,1,0.0
4259,1,1.081967213,38,4,0.082513581,6810.0,4,1,0,1,2,59.058328305781046,41.87356343979515,1,1,0.0
4260,1,0.898203593,59,2,0.19897586,6834.0,6,3,1,2,0,74.52515602911969,0.0,4,1,530.3027175522313
4261,0,0.066530257,61,0,0.130844681,10500.0,15,0,1,1,0,64.74409665635211,166.7545314128525,1,0,515.0189560462575
4262,1,1.00989901,51,0,0.894503054,1800.0,6,0,1,1,0,51.94763609298973,57.66386606536631,3,0,550.5660128083334
4263,1,1.190883191,49,0,0.170638227,6000.0,5,1,0,1,1,89.86057897175111,2.7069786039342176,2,1,0.0
4264,0,0.369663034,36,2,0.312938426,5131.0,12,0,0,1,3,66.72862444683405,234.5780780053592,3,1,0.0
4265,0,1.119565217,34,0,0.024421129,5527.0,2,1,0,1,1,70.9041917522943,54.75860500395408,0,1,0.0
4266,1,0.335668346,76,0,0.372858916,12084.0,19,0,2,1,0,58.01104266109655,145.39562253481262,4,0,525.0986529030451
4267,0,0.924215157,47,2,0.313124867,4700.0,7,5,0,1,3,64.62017042823277,0.0,3,1,0.0
4268,1,0.640645557,34,2,0.671954444,4916.0,7,0,2,1,0,47.46462151279744,0.0,4,0,0.0
4269,1,0.453341866,47,4,0.426395939,6500.0,7,0,2,1,2,59.40212078566233,0.0,1,0,0.0
4270,1,1.020576132,43,1,0.054139172,6667.0,6,2,0,2,0,52.785098078882186,86.48692861850989,1,0,0.0
4271,1,0.9999999,26,2,0.213953488,1289.0,2,1,0,2,0,52.44377551008867,106.68426008882172,4,0,0.0
4272,1,0.996939088,45,4,0.328759067,5100.0,2,0,0,1,2,77.26820391292088,199.3834982606914,1,1,0.0
4273,0,1.050794921,30,2,0.487225977,6066.0,8,0,2,3,0,74.83122620743994,176.55949283890328,3,0,0.0
4274,1,0.0,25,0,3.0,,3,1,0,1,0,115.33275612214692,99.32865037153712,3,0,0.0
4275,1,0.140185568,42,0,0.360829896,8000.0,9,0,1,2,1,77.12950415012703,9.77139969689354,3,1,0.0
4276,1,0.905403469,46,1,0.324534037,12500.0,14,0,2,1,0,66.19315671573091,0.0,4,0,0.0
4277,0,0.960159363,49,1,0.16345036,4300.0,4,1,0,1,0,72.59375561594685,79.44446708028775,0,0,0.0
4278,1,2.0,56,0,0.240334175,5146.0,8,2,0,1,0,69.93919046277624,0.0,3,0,517.9804483281557
4279,0,0.302935665,24,1,3.0,,5,0,1,1,0,72.7086395359637,42.05672300700268,1,0,0.0
4280,1,0.261925164,33,0,0.548387097,2603.0,9,0,1,1,1,56.49067014900416,22.183989619339386,3,0,0.0
4281,1,0.137662078,35,0,3.0,,13,0,1,1,0,53.10870314897532,177.51284305605662,2,1,0.0
4282,1,0.973610556,33,1,0.152949017,3000.0,2,0,0,1,0,61.97724426999987,0.0,4,0,0.0
4283,0,1.05278174,37,0,0.13919179,3117.0,5,5,0,2,1,85.91535965441916,29.79929446090014,3,0,0.0
4284,0,0.991637124,41,4,0.350549817,3000.0,9,0,0,1,1,96.5169427216211,56.77994525649513,3,1,0.0
4285,1,0.004848191,33,0,0.315174398,5561.0,9,0,1,1,1,46.821641467512535,0.0,2,0,0.0
4286,1,1.013303769,47,0,3.0,,1,2,0,1,0,77.38225123264696,172.7645367748924,2,1,0.0
4287,0,0.947501989,49,3,0.952641549,4750.0,13,6,3,2,2,62.49550736931522,85.20439167357497,4,1,0.0
4288,0,0.616766467,36,3,0.503580852,2652.0,9,1,0,1,1,82.60036553098884,66.36240657462676,5,1,0.0
4289,1,0.2885785,65,0,3.0,,10,0,1,1,0,42.19469319889513,0.0,4,1,535.809024061993
4290,1,0.947026487,64,3,0.127774445,3333.0,9,0,0,1,0,69.06288800140251,204.60650580150715,0,1,563.1272670894532
4291,1,0.629281153,33,1,0.472624466,7250.0,13,0,2,1,3,97.10771606027332,20.93230019881192,3,0,0.0
4292,1,0.901219756,64,0,0.304656669,3800.0,5,2,1,2,0,64.84589998869444,101.01426143279464,2,1,548.6087055232697
4293,1,0.520656644,48,0,0.945330296,3950.0,10,0,1,1,1,57.152546437850994,97.03828427736856,1,0,0.0
4294,1,0.416292115,70,1,3.0,,6,0,1,1,0,95.99299283535252,47.54068683265436,2,1,508.2556776049777
4295,1,0.9999999,45,0,3.0,,2,1,1,1,3,61.85630077874728,27.72402834520714,4,1,0.0
4296,0,0.89031882,48,1,0.588915869,7000.0,6,2,1,1,0,79.00326077811023,310.049913769552,2,0,0.0
4297,1,0.028377943,62,2,3.0,,9,0,2,2,1,104.19747771134026,135.6152076947368,1,1,572.6232689925124
4298,1,1.009948169,39,1,0.241647827,3980.0,13,1,0,3,1,41.31822040508187,0.0,4,0,0.0
4299,1,0.0,51,0,0.125357102,8750.0,8,1,1,1,0,59.87485448981923,23.04329351143165,4,1,512.4397066904675
4300,0,0.9999999,32,0,0.198821218,2544.0,7,2,0,1,0,98.61487590972624,0.0,5,1,0.0
4301,1,0.43659537,50,1,0.054315572,7750.0,12,1,0,1,1,55.0645412832734,41.28473263940768,2,1,0.0
4302,1,0.93482607,33,2,2.441827266,1400.0,8,0,1,2,1,34.40371805253176,140.0,2,1,0.0
4303,0,1.138635376,48,3,0.264433892,4000.0,4,0,0,1,0,80.90619316015912,208.87693221557137,0,1,0.0
4304,0,1.013703069,46,6,0.621415417,3800.0,11,1,1,3,3,79.4055896503466,44.50740955425056,4,0,0.0
4305,1,0.499626503,61,3,0.845618108,6891.0,18,1,1,1,0,68.1263538569404,158.6334959232614,0,0,573.8019121218863
4306,1,0.68672431,42,2,3.0,,5,0,2,1,0,65.84910240764009,0.0,1,0,0.0
4307,1,0.256490158,68,0,0.12118615,5833.0,8,0,0,1,0,70.16964151029131,0.0,3,1,534.786187535705
4308,1,0.008179719,32,0,0.038276938,8333.0,10,0,0,1,1,50.91254280803109,100.69156781676786,0,0,0.0
4309,1,0.912017596,29,1,3.0,,4,0,0,2,0,47.90084875998198,118.93786125900846,2,0,0.0
4310,1,1.760797342,43,0,3.0,,2,0,0,1,0,82.02405763740387,0.0,1,0,0.0
4311,1,0.180378308,56,0,0.344769593,2972.0,5,0,1,1,0,97.36455788590186,18.94394980188864,0,0,555.2719465383838
4312,0,0.938707528,28,0,0.019886364,4223.0,2,1,0,1,3,63.81144288029562,0.0,5,1,0.0
4313,1,0.887557983,39,2,0.389371218,3800.0,7,0,0,1,1,58.26919062523858,64.82783131488341,2,1,0.0
4314,0,0.800047039,54,1,1.666307084,2780.0,19,1,2,1,0,108.54549260807946,151.7736346682223,0,0,559.9841107360652
4315,0,0.500566629,49,1,0.348109811,4443.0,6,1,0,2,2,89.06656499985826,110.33367364164457,2,0,0.0
4316,0,0.534115602,31,0,0.126931233,3300.0,3,0,0,1,0,104.66788871964148,43.69972782449607,0,1,0.0
4317,1,0.511961232,48,0,0.266036698,20000.0,12,0,2,1,3,56.41417355251612,121.60236912178316,0,1,0.0
4318,1,0.313678437,28,0,0.075951125,7201.0,6,0,0,1,1,89.38144606574929,0.0,2,0,0.0
4319,1,0.241536923,37,0,0.249695196,4100.0,7,0,1,1,2,69.74786320715546,123.82287594239249,2,0,0.0
4320,0,1.81237525,59,1,0.158412168,5390.0,3,6,0,1,0,97.66227774724868,0.0,3,1,517.0395677626746
4321,1,0.143134916,52,0,0.393112906,13125.0,15,0,2,1,0,59.14450652814069,29.545023983441336,0,1,557.5218376787913
4322,1,0.191994,83,1,0.672875965,2200.0,7,0,1,1,0,78.495751957496,82.91434947377519,3,0,520.3749861045327
4323,1,0.001279966,75,0,0.440616967,5834.0,12,0,1,1,0,40.96007378300017,0.0,4,0,544.6771374531918
4324,1,0.952671174,60,1,0.221717401,2200.0,3,0,0,1,1,115.6279406855958,123.19969733305292,4,0,540.4109493877784
4325,1,1.124253934,86,5,0.56043956,1000.0,6,0,0,1,0,88.71670099531008,100.0,0,0,500.0
4326,1,0.684299006,71,0,0.591900702,7975.0,8,0,2,1,1,121.51962597758826,194.66276030501984,4,0,519.3784794934327
4327,0,1.028938384,44,5,0.307182447,17500.0,7,2,1,4,2,77.63066491891522,188.39014263589624,5,0,0.0
4328,1,0.903219356,53,1,0.40445587,3500.0,6,0,0,1,0,69.7750253616057,133.736936217459,1,0,581.9464589349051
4329,1,0.91559307,29,1,0.949871465,4667.0,6,0,2,2,1,95.2357730610243,12.723367803200375,2,0,0.0
4330,1,1.060791894,34,0,0.114376489,8812.0,10,0,0,1,0,87.38758509548654,85.92085461965738,2,1,0.0
4331,1,0.214052397,32,0,0.356974502,14000.0,5,0,2,1,2,84.58667200207816,0.0,3,1,0.0
4332,1,0.182801563,50,3,3.0,,5,0,1,1,2,57.35292556233195,142.51049022938838,4,0,0.0
4333,1,0.000533262,74,0,0.174263937,6690.0,7,0,1,1,0,81.36144524236701,0.0,4,1,520.3991097692503
4334,1,0.9999999,68,0,0.129622937,8300.0,3,0,1,1,0,83.05721114801665,193.4198365337484,2,1,574.8814825771409
4335,1,0.0,84,0,3.0,,2,1,1,1,1,60.07414008397569,0.0,3,1,539.3426359341453
4336,1,0.273350471,46,1,0.005655423,4950.0,1,0,0,1,4,88.26870998997781,59.0985047564356,1,0,0.0
4337,1,0.721819061,36,2,0.38480194,3710.0,7,0,1,2,3,53.65111954622833,0.0,3,0,0.0
4338,1,1.002657114,81,7,0.400659934,10000.0,14,1,3,1,0,83.63507023762827,0.0,4,0,522.9031066348788
4339,1,0.02389621,62,0,0.552024215,2642.0,5,0,1,1,1,46.41583340319827,180.24178380111445,4,0,542.9241206386982
4340,1,0.9999999,50,2,0.072349382,3800.0,4,1,0,2,3,54.48081544149963,182.8703072784841,4,1,0.0
4341,1,0.245601451,57,1,0.365558222,8750.0,9,0,2,1,1,84.87837653433667,43.35997476549309,0,1,521.3918598596301
4342,0,0.9999999,54,0,3.0,,0,0,0,1,0,83.09527502893431,38.40841814010963,5,0,561.489473803332
4343,0,1.028657114,44,1,0.480651935,10000.0,6,0,1,1,2,74.5620517561853,235.5064601204832,5,1,0.0
4344,0,0.352061708,49,1,0.937272727,3299.0,7,1,2,2,1,93.63833436489908,57.814695207276856,0,1,0.0
4345,0,1.729693742,40,2,0.38328792,1100.0,4,0,0,2,1,84.21391534859912,77.75868519424179,0,1,0.0
4346,1,0.785975781,64,0,0.204689245,2686.0,4,0,0,1,0,90.34513565083527,53.120377868165455,1,1,508.1856607976084
4347,1,0.099742641,44,0,0.350756927,7001.0,20,0,2,1,3,64.29611369603714,0.0,1,0,0.0
4348,1,0.040887072,36,0,1.053982726,4167.0,9,0,1,1,0,78.79028774198227,0.0,0,1,0.0
4349,1,1.551495017,51,0,0.50821857,2250.0,5,4,1,1,3,78.5867566652714,0.0,2,0,525.2585678881487
4350,1,0.256049961,64,0,0.067644119,3000.0,13,0,0,1,0,61.23053859024759,227.9219433685624,4,1,549.6849092636168
4351,1,0.470610021,66,3,0.189843583,14000.0,10,0,2,1,1,111.80827906610652,0.0,1,0,571.5825914499146
4352,1,0.9999999,26,0,0.15842079,2000.0,0,0,0,1,0,69.68188874880263,0.0,3,1,0.0
4353,1,0.144994246,37,0,0.163704716,8777.0,4,0,1,1,2,62.20302014335299,29.6982838459318,1,0,0.0
4354,1,0.40728398,45,0,0.615742897,2146.0,8,0,1,1,0,49.271941865678485,14.246168716279946,4,0,0.0
4355,0,0.0,50,2,0.083986817,8798.0,4,4,0,1,0,69.03983291055621,74.47544313317142,4,0,0.0
4356,1,1.159885796,47,0,0.075974675,3000.0,2,0,0,1,1,48.99222198666665,140.83984135761932,2,0,0.0
4357,1,0.006465734,51,0,0.206739526,8783.0,11,0,1,1,0,87.72772786960547,222.5359079131263,0,1,521.8406756992895
4358,1,0.063003293,37,4,0.223655554,5968.0,13,0,1,1,0,69.43261643870437,0.0,0,1,0.0
4359,0,0.845617444,62,2,0.432971337,5616.0,9,1,0,1,1,79.1755267858782,21.81241558575795,5,1,511.37423900424847
4360,1,0.9999999,54,0,0.466685488,7083.0,5,2,2,1,0,55.34754523796546,144.78278960960458,2,0,517.3637093066253
4361,0,1.383270911,53,0,0.391481649,2206.0,5,4,0,2,2,78.81291232309914,52.110842829957896,5,1,520.6628686157812
4362,1,0.364826941,63,0,3.0,900.0,7,0,2,1,0,78.38998998601826,0.0,2,1,450.0
4363,1,0.9999999,26,0,0.051766274,4500.0,3,0,0,1,3,64.46940321363677,167.4891794148697,4,0,0.0
4364,0,1.107583774,30,3,0.535576923,4159.0,12,2,1,2,2,107.89048291862176,235.27558834268103,0,1,0.0
4365,0,1.02247191,61,1,0.1223659,8351.0,5,0,0,1,0,74.85920109861972,140.82661328589765,1,1,569.7225993549997
4366,1,0.271327866,65,1,3.0,,5,1,1,1,0,99.76200185833912,76.00068258696615,4,1,536.4051800642632
4367,1,0.9999999,39,0,0.236919459,1700.0,3,0,0,2,1,41.39073569431413,8.199516649496452,0,0,0.0
4368,1,0.9999999,41,6,0.330119621,5600.0,6,0,1,1,2,32.19675204837431,22.023415781815213,0,1,0.0
4369,1,0.9999999,44,0,0.086825344,2982.0,2,0,0,1,0,89.47002139554726,0.0,1,1,0.0
4370,1,0.375077316,51,2,3.0,,13,0,1,1,0,60.085976014999176,146.49573483040405,0,0,507.3137353923353
4371,1,0.045795171,56,2,0.504192761,9420.0,6,1,1,2,0,92.21744821038487,10.727363651728696,1,0,516.5699343787579
4372,0,0.939146231,35,3,0.072782741,4588.0,16,0,0,1,0,84.66313451329252,0.0,4,0,0.0
4373,1,0.9999999,47,1,3.0,,2,1,0,1,0,90.7998584562971,195.5882005206979,4,0,0.0
4374,1,0.0,68,0,0.0,,3,0,0,1,0,47.239366646101615,77.62986828267196,2,0,533.8605422096875
4375,1,0.9999999,30,0,0.406531156,3000.0,5,2,0,3,1,86.67863045286244,122.53634739787913,0,1,0.0
4376,0,1.677740864,37,0,3.0,,1,1,0,1,2,88.83332719427307,134.0410270079119,0,0,0.0
4377,0,0.802028282,45,1,0.35915493,5395.0,4,1,1,3,3,74.1672561321334,0.0,2,0,0.0
4378,1,1.565434565,35,0,0.182056452,4959.0,3,2,0,1,0,74.14761249546262,0.0,1,1,0.0
4379,1,0.9999999,31,0,0.525965379,750.0,4,1,0,1,0,72.01806190692756,75.0,4,1,0.0
4380,1,0.0,30,0,3.0,0.0,3,0,0,1,0,0.0,0.0,4,1,0.0
4381,0,0.545636243,36,0,0.082096334,3300.0,2,1,0,2,0,67.20224283876966,24.91868556916142,0,0,0.0
4382,0,0.945688651,51,1,3.0,,6,0,1,1,4,91.30346402182953,0.9395384585109454,5,0,546.849834557947
4383,1,0.9999999,32,0,0.051716645,2300.0,6,0,0,1,0,66.8593144603467,0.0,4,0,0.0
4384,1,0.9999999,48,1,0.842205323,525.0,3,1,0,1,2,83.31610254997774,17.33883807509487,1,1,0.0
4385,0,0.416430212,35,0,3.0,,8,0,0,3,0,71.05536648366743,10.406538956980846,0,0,0.0
4386,0,0.181297726,66,0,1.007524997,9700.0,21,0,4,1,0,65.57093775384602,129.18284014671053,3,0,511.7483291027079
4387,0,0.867018997,55,1,3.0,,5,2,2,1,0,90.16416796870584,119.8111276311522,0,1,531.407175825001
4388,1,0.96336791,34,0,0.249571478,2916.0,8,0,0,1,0,76.16257001286934,236.2028564646496,3,1,0.0
4389,1,0.9999999,80,1,3.0,,7,0,0,1,0,75.88316953464658,124.7154158233019,2,0,552.0242644453634
4390,1,0.642178911,43,1,0.11009539,5031.0,4,1,0,2,3,95.6259420851071,81.39216614800006,0,1,0.0
4391,1,0.353713632,47,0,0.262655377,5550.0,6,0,1,1,0,86.3695260256132,0.0,4,0,0.0
4392,1,0.391987297,55,1,0.355989635,5016.0,8,0,0,1,1,66.85499419642568,95.28812743658848,4,1,533.4068813665909
4393,1,0.877415057,24,5,0.132592768,4230.0,6,2,0,1,0,87.88893456835163,30.183204582534515,4,1,0.0
4394,1,0.9999999,53,2,0.744782757,2922.0,3,1,1,1,5,62.19044084943833,94.89139085231712,0,1,547.7487710950662
4395,1,0.726088978,36,2,0.137081955,2720.0,4,2,0,1,2,88.51674525498018,32.82787434217296,3,0,0.0
4396,1,0.9999999,27,0,0.617687075,734.0,4,0,0,1,0,42.79820462092839,31.388909575710805,2,1,0.0
4397,1,0.234638268,62,0,3.0,,7,0,1,1,0,71.31049339292248,279.996272900863,0,1,566.0390660212797
4398,1,0.9999999,54,0,0.005503145,3815.0,1,2,0,1,1,45.36912018638682,0.0,3,1,514.8207244780364
4399,1,0.0,29,1,0.24084897,3250.0,7,0,0,1,0,42.27180676039927,133.27388437135627,0,1,0.0
4400,1,1.07831158,45,0,0.347135184,4467.0,4,0,0,1,0,53.455639345640826,167.24378679985358,1,1,0.0
4401,0,0.912781737,51,3,0.924715565,4130.0,10,0,1,2,3,67.20079914587122,98.39114906581634,5,0,524.593620704259
4402,0,1.108698757,45,2,3.0,,6,0,1,1,0,72.47932798129312,0.0,5,1,0.0
4403,1,0.451502853,52,1,1.255179935,1833.0,7,0,1,1,3,87.99662200776011,93.1162999414177,4,0,519.5426401307147
4404,1,0.479091626,48,0,0.444774909,7396.0,12,0,1,1,2,53.14418390634371,0.0,0,1,0.0
4405,0,0.9999999,27,0,0.662674651,500.0,1,0,0,1,0,98.76211902362223,0.0,5,0,0.0
4406,1,0.953488372,44,2,3.0,,5,1,1,1,0,48.22936425467912,256.33906661427625,2,0,0.0
4407,1,0.9999999,52,2,3.0,,3,1,2,1,0,58.17231009094215,217.7193983837224,1,1,540.3283431445836
4408,0,1.636429608,41,3,0.65141497,3780.0,6,3,2,3,3,71.096246518865,127.7965626810842,4,1,0.0
4409,1,0.871863663,50,1,0.637295338,8000.0,6,1,2,1,0,90.62984694200908,61.08318481843659,1,1,0.0
4410,1,0.9999999,50,0,0.077568972,2500.0,3,0,0,1,0,65.33869887439499,12.676604274426715,1,0,0.0
4411,1,0.072967096,67,0,3.0,,12,0,1,1,0,101.88156552490054,81.65629014068904,2,1,542.4757155297805
4412,0,0.886259478,61,2,0.680386602,6000.0,15,1,2,1,0,72.7696440161787,160.8114248673226,4,0,510.4394475611212
4413,0,0.900119422,43,1,3.0,,14,0,0,1,0,69.61567781223891,0.0,1,1,0.0
4414,0,0.459882028,58,3,1.181818182,4300.0,10,1,2,3,0,102.20458613102711,142.13577780930973,5,1,553.8705754794588
4415,1,0.672442519,85,2,0.020381451,5347.0,7,1,0,1,0,50.87220809528145,139.59106328338692,0,0,529.3773015501326
4416,0,0.307455803,27,0,0.069350083,7800.0,13,1,0,1,0,74.89460081413007,64.84584773126807,2,0,0.0
4417,1,0.181714611,38,0,3.0,0.0,14,0,0,1,2,0.0,0.0,1,1,0.0
4418,1,0.508175509,29,0,0.107410491,1200.0,3,0,0,1,0,52.46464080121128,120.0,0,0,0.0
4419,1,0.885695948,51,0,0.881664265,5551.0,14,0,1,1,2,89.21566368739326,113.32956674327168,1,1,506.4272798956428
4420,1,0.0,57,1,1.259017818,2300.0,12,0,2,1,0,78.78870996379206,31.30295484021411,4,0,527.8375619442968
4421,1,0.593802066,39,0,0.255641245,3500.0,6,0,1,1,1,68.6757183211976,120.2069702697984,4,0,0.0
4422,1,0.020771451,52,1,0.145539906,5750.0,12,0,1,1,0,74.71231200345571,114.80515600305137,2,0,548.4756840679829
4423,1,0.921610681,46,0,0.369165038,22000.0,11,0,3,1,2,34.66630165280134,136.7809885570308,1,0,0.0
4424,1,0.912978913,43,3,0.950161514,4333.0,11,0,2,1,0,105.10721815125645,0.0,4,1,0.0
4425,1,0.0,32,1,0.151688312,5774.0,9,0,0,1,4,34.54684518381941,88.6828712315811,4,1,0.0
4426,1,0.144599329,56,0,0.043086992,11000.0,15,0,0,2,2,86.82137471383601,187.2367717460915,3,1,580.287342656163
4427,0,0.453943231,45,5,0.747024282,6300.0,16,0,2,2,3,81.34034505217993,126.9287702029759,5,0,0.0
4428,1,0.48166997,48,2,0.467359341,5100.0,13,0,0,1,0,97.65806218666668,0.0,3,1,0.0
4429,1,0.104213781,59,0,0.231963663,9466.0,14,0,1,2,0,57.197177356333285,0.0,1,1,545.5572592080525
4430,0,1.111296235,40,2,0.553899291,5500.0,5,2,1,1,1,71.4706280685191,117.87819246539313,0,1,0.0
4431,0,1.254104211,25,0,0.080254042,1731.0,4,1,0,1,0,78.3149362307092,5.474503398391867,4,1,0.0
4432,1,0.011573475,50,0,3.0,1.0,11,0,1,1,0,0.3,0.1,1,0,0.0
4433,1,0.568810397,39,1,0.213306586,2990.0,3,1,0,1,2,76.8488455271108,0.0,2,1,0.0
4434,1,0.228842781,35,0,0.849366807,4500.0,13,0,1,1,0,49.7592860321068,0.0,3,0,0.0
4435,1,0.395015201,69,0,3.0,,9,0,0,1,0,65.11454912055581,0.0,0,0,513.2120797774827
4436,1,0.925864223,59,0,0.458705894,10400.0,12,0,1,1,1,35.864328460196745,123.37360104404806,2,1,586.693072021544
4437,1,0.874971807,54,3,0.588711855,3702.0,15,1,1,1,2,55.87104915570512,85.54720613682031,3,1,530.8514611383421
4438,0,0.958027981,29,3,0.26691103,3000.0,8,0,0,2,0,70.59505706494879,46.99587250534335,2,1,0.0
4439,1,0.076371748,43,0,0.361398831,9750.0,11,0,2,1,2,81.53089623729527,78.68388427566818,1,0,0.0
4440,1,0.206381305,29,0,0.296157451,3200.0,6,0,0,1,0,85.42939998884273,0.0,3,1,0.0
4441,0,0.005997601,31,1,0.105584642,4583.0,4,0,0,1,2,68.74944808521036,4.69820294188191,4,0,0.0
4442,1,0.546226887,26,0,0.071192375,5140.0,3,2,0,2,1,71.28219472423382,188.13356824435112,1,0,0.0
